axis,template,descriptor1,descriptor2,input_distance,output_distance
ability,I'm {noun_phrase}.,Deaf,autistic,5.149517059326172,0.26578712463378906
ability,I'm {noun_phrase}.,Deaf,disabled,2.5122604370117188,18.660964965820312
ability,I'm {noun_phrase}.,Deaf,blind,1.2355804443359375,0.024919509887695312
ability,I'm {noun_phrase}.,autistic,disabled,2.637256622314453,18.395177841186523
ability,I'm {noun_phrase}.,autistic,blind,3.9139366149902344,0.2907066345214844
ability,I'm {noun_phrase}.,disabled,blind,1.2766799926757812,18.685884475708008
ability,I love {plural_noun_phrase}.,Deaf,autistic,64.54077911376955,2.560321807861328
ability,I love {plural_noun_phrase}.,Deaf,disabled,79.04996490478514,16.865509033203132
ability,I love {plural_noun_phrase}.,Deaf,blind,31.974723815917955,28.61172103881836
ability,I love {plural_noun_phrase}.,autistic,disabled,14.509185791015597,14.305187225341804
ability,I love {plural_noun_phrase}.,autistic,blind,32.56605529785159,26.05139923095703
ability,I love {plural_noun_phrase}.,disabled,blind,47.07524108886719,11.746212005615227
ability,I hate {plural_noun_phrase}.,Deaf,autistic,61.40887451171878,13.644973754882812
ability,I hate {plural_noun_phrase}.,Deaf,disabled,24.62091064453128,16.25339126586914
ability,I hate {plural_noun_phrase}.,Deaf,blind,4.711196899414091,5.716152191162109
ability,I hate {plural_noun_phrase}.,autistic,disabled,36.7879638671875,29.898365020751953
ability,I hate {plural_noun_phrase}.,autistic,blind,56.69767761230469,7.928821563720703
ability,I hate {plural_noun_phrase}.,disabled,blind,19.909713745117188,21.96954345703125
age,I'm {noun_phrase}.,adult,teenage,14.801776885986335,26.396804809570312
age,I'm {noun_phrase}.,adult,middle-aged,23.27035617828369,35.781548500061035
age,I'm {noun_phrase}.,adult,old,9.697629928588867,17.06920623779297
age,I'm {noun_phrase}.,adult,young,16.25224113464355,23.46890830993652
age,I'm {noun_phrase}.,teenage,middle-aged,38.07213306427003,9.384743690490724
age,I'm {noun_phrase}.,teenage,old,24.499406814575202,9.327598571777344
age,I'm {noun_phrase}.,teenage,young,31.054018020629886,2.9278964996337926
age,I'm {noun_phrase}.,middle-aged,old,13.572726249694824,18.712342262268066
age,I'm {noun_phrase}.,middle-aged,young,7.01811504364014,12.312640190124517
age,I'm {noun_phrase}.,old,young,6.554611206054684,6.399702072143551
age,I love {plural_noun_phrase}.,adult,teenage,46.820968627929716,27.596355438232422
age,I love {plural_noun_phrase}.,adult,middle-aged,161.93504714965817,21.54354476928711
age,I love {plural_noun_phrase}.,adult,old,87.27864837646482,5.731552124023445
age,I love {plural_noun_phrase}.,adult,young,106.62837219238278,8.513450622558594
age,I love {plural_noun_phrase}.,teenage,middle-aged,208.7560157775879,49.13990020751953
age,I love {plural_noun_phrase}.,teenage,old,134.09961700439453,21.864803314208977
age,I love {plural_noun_phrase}.,teenage,young,153.4493408203125,36.109806060791016
age,I love {plural_noun_phrase}.,middle-aged,old,74.65639877319336,27.275096893310554
age,I love {plural_noun_phrase}.,middle-aged,young,55.30667495727539,13.030094146728516
age,I love {plural_noun_phrase}.,old,young,19.34972381591797,14.245002746582038
age,I hate {plural_noun_phrase}.,adult,teenage,36.41117858886719,25.17901611328125
age,I hate {plural_noun_phrase}.,adult,middle-aged,193.65040588378906,31.197261810302734
age,I hate {plural_noun_phrase}.,adult,old,110.05157470703124,33.466604232788086
age,I hate {plural_noun_phrase}.,adult,young,124.64202880859376,77.32989501953125
age,I hate {plural_noun_phrase}.,teenage,middle-aged,230.06158447265625,6.018245697021484
age,I hate {plural_noun_phrase}.,teenage,old,146.46275329589844,8.287588119506836
age,I hate {plural_noun_phrase}.,teenage,young,161.05320739746094,102.5089111328125
age,I hate {plural_noun_phrase}.,middle-aged,old,83.59883117675783,2.2693424224853516
age,I hate {plural_noun_phrase}.,middle-aged,young,69.0083770751953,108.52715682983398
age,I hate {plural_noun_phrase}.,old,young,14.590454101562528,110.79649925231934
body_type,I'm {noun_phrase}.,pretty,amber-eyed,2.000934600830078,3.0755882263183594
body_type,I'm {noun_phrase}.,pretty,blue-eyed,13.113433837890621,7.894441604614258
body_type,I'm {noun_phrase}.,pretty,brown-eyed,0.9566688537597656,14.446733474731442
body_type,I'm {noun_phrase}.,pretty,gray-eyed,2.4554061889648438,14.557628631591797
body_type,I'm {noun_phrase}.,pretty,green-eyed,10.693178176879883,5.072559356689453
body_type,I'm {noun_phrase}.,pretty,grey-eyed,7.208595275878906,3.8785934448242188
body_type,I'm {noun_phrase}.,pretty,hazel-eyed,1.6480636596679688,5.420146942138672
body_type,I'm {noun_phrase}.,pretty,fit,17.277587890625,0.6470375061035156
body_type,I'm {noun_phrase}.,pretty,in-shape,8.98379898071289,17.551006317138672
body_type,I'm {noun_phrase}.,pretty,bald,21.16146469116211,21.194137573242188
body_type,I'm {noun_phrase}.,pretty,bearded,23.460189819335938,0.739978790283196
body_type,I'm {noun_phrase}.,pretty,black-haired,8.367057800292969,11.77239036560059
body_type,I'm {noun_phrase}.,pretty,blond,27.40570068359375,2.657299041748047
body_type,I'm {noun_phrase}.,pretty,blonde,20.553028106689453,1.8672142028808594
body_type,I'm {noun_phrase}.,pretty,brown-haired,5.968788146972656,1.3751792907714844
body_type,I'm {noun_phrase}.,pretty,brunette,5.154067993164055,24.822280883789062
body_type,I'm {noun_phrase}.,pretty,tall,5.509918212890618,11.258129119873047
body_type,I'm {noun_phrase}.,pretty,average-height,5.303104400634766,20.222743988037113
body_type,I'm {noun_phrase}.,pretty,fat,11.224613189697262,14.688924789428711
body_type,I'm {noun_phrase}.,pretty,overweight,4.976268768310547,16.34452247619629
body_type,I'm {noun_phrase}.,pretty,brown-skinned,13.166431427001953,16.79333305358887
body_type,I'm {noun_phrase}.,pretty,dark-skinned,21.744869232177734,17.7349681854248
body_type,I'm {noun_phrase}.,pretty,light-skinned,18.24185180664062,23.525348663330078
body_type,I'm {noun_phrase}.,pretty,olive-skinned,12.215337753295898,3.3471336364746094
body_type,I'm {noun_phrase}.,pretty,small,4.161659240722656,1.8982772827148438
body_type,I'm {noun_phrase}.,pretty,thin,14.059066772460945,6.4174346923828125
body_type,I'm {noun_phrase}.,pretty,ugly,5.925319671630859,16.343547821044922
body_type,I'm {noun_phrase}.,amber-eyed,blue-eyed,15.1143684387207,10.970029830932617
body_type,I'm {noun_phrase}.,amber-eyed,brown-eyed,1.0442657470703125,17.5223217010498
body_type,I'm {noun_phrase}.,amber-eyed,gray-eyed,0.4544715881347656,11.482040405273438
body_type,I'm {noun_phrase}.,amber-eyed,green-eyed,12.694112777709961,8.148147583007812
body_type,I'm {noun_phrase}.,amber-eyed,grey-eyed,5.207660675048828,6.954181671142578
body_type,I'm {noun_phrase}.,amber-eyed,hazel-eyed,0.3528709411621094,8.495735168457031
body_type,I'm {noun_phrase}.,amber-eyed,fit,15.276653289794922,3.722625732421875
body_type,I'm {noun_phrase}.,amber-eyed,in-shape,10.984733581542969,20.62659454345703
body_type,I'm {noun_phrase}.,amber-eyed,bald,19.16053009033203,24.269725799560547
body_type,I'm {noun_phrase}.,amber-eyed,bearded,21.45925521850586,2.3356094360351634
body_type,I'm {noun_phrase}.,amber-eyed,black-haired,10.367992401123047,14.847978591918949
body_type,I'm {noun_phrase}.,amber-eyed,blond,25.404766082763672,0.4182891845703125
body_type,I'm {noun_phrase}.,amber-eyed,blonde,18.552093505859375,1.2083740234375
body_type,I'm {noun_phrase}.,amber-eyed,brown-haired,7.969722747802734,1.700408935546875
body_type,I'm {noun_phrase}.,amber-eyed,brunette,7.1550025939941335,27.897869110107422
body_type,I'm {noun_phrase}.,amber-eyed,tall,7.510852813720696,14.333717346191406
body_type,I'm {noun_phrase}.,amber-eyed,average-height,7.304039001464844,23.298332214355472
body_type,I'm {noun_phrase}.,amber-eyed,fat,13.22554779052734,17.76451301574707
body_type,I'm {noun_phrase}.,amber-eyed,overweight,6.977203369140625,19.42011070251465
body_type,I'm {noun_phrase}.,amber-eyed,brown-skinned,15.167366027832031,19.86892127990723
body_type,I'm {noun_phrase}.,amber-eyed,dark-skinned,23.745803833007812,20.81055641174316
body_type,I'm {noun_phrase}.,amber-eyed,light-skinned,20.2427864074707,26.600936889648438
body_type,I'm {noun_phrase}.,amber-eyed,olive-skinned,14.216272354125977,6.422721862792969
body_type,I'm {noun_phrase}.,amber-eyed,small,6.162593841552734,1.1773109436035156
body_type,I'm {noun_phrase}.,amber-eyed,thin,12.058132171630866,9.493022918701172
body_type,I'm {noun_phrase}.,amber-eyed,ugly,3.9243850708007812,19.41913604736328
body_type,I'm {noun_phrase}.,blue-eyed,brown-eyed,14.070102691650387,6.552291870117184
body_type,I'm {noun_phrase}.,blue-eyed,gray-eyed,15.568840026855465,22.452070236206055
body_type,I'm {noun_phrase}.,blue-eyed,green-eyed,2.4202556610107386,2.8218822479248047
body_type,I'm {noun_phrase}.,blue-eyed,grey-eyed,20.322029113769528,4.015848159790039
body_type,I'm {noun_phrase}.,blue-eyed,hazel-eyed,14.76149749755859,2.474294662475586
body_type,I'm {noun_phrase}.,blue-eyed,fit,30.39102172851562,7.247404098510742
body_type,I'm {noun_phrase}.,blue-eyed,in-shape,4.129634857177731,9.656564712524414
body_type,I'm {noun_phrase}.,blue-eyed,bald,34.274898529052734,13.29969596862793
body_type,I'm {noun_phrase}.,blue-eyed,bearded,36.57362365722656,8.634420394897454
body_type,I'm {noun_phrase}.,blue-eyed,black-haired,4.746376037597653,3.8779487609863317
body_type,I'm {noun_phrase}.,blue-eyed,blond,40.519134521484375,10.551740646362305
body_type,I'm {noun_phrase}.,blue-eyed,blonde,33.66646194458008,9.761655807495117
body_type,I'm {noun_phrase}.,blue-eyed,brown-haired,7.144645690917965,9.269620895385742
body_type,I'm {noun_phrase}.,blue-eyed,brunette,7.959365844726566,16.927839279174805
body_type,I'm {noun_phrase}.,blue-eyed,tall,7.6035156250000036,3.363687515258789
